id,name,set,set_name,mana_cost,colors,type,super_type,rarity
452961,Underrealm Lich,GRN,Guilds of Ravnica,{3}{B}{G},"['Black', 'Green']",Creature — Zombie Elf Shaman,,Mythic Rare
452962,Unmoored Ego,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Sorcery,,Rare
452963,"Vraska, Golgari Queen",GRN,Guilds of Ravnica,{2}{B}{G},"['Black', 'Green']",Legendary Planeswalker — Vraska,['Legendary'],Mythic Rare
452964,Wee Dragonauts,GRN,Guilds of Ravnica,{1}{U}{R},"['Blue', 'Red']",Creature — Faerie Wizard,,Uncommon
452965,Worldsoul Colossus,GRN,Guilds of Ravnica,{X}{G}{W},"['White', 'Green']",Creature — Elemental,,Uncommon
452966,Fresh-Faced Recruit,GRN,Guilds of Ravnica,{1}{R/W},"['White', 'Red']",Creature — Human Soldier,,Common
452967,Piston-Fist Cyclops,GRN,Guilds of Ravnica,{1}{U/R}{U/R},"['Blue', 'Red']",Creature — Cyclops,,Common
452968,Pitiless Gorgon,GRN,Guilds of Ravnica,{1}{B/G}{B/G},"['Black', 'Green']",Creature — Gorgon,,Common
452969,Vernadi Shieldmate,GRN,Guilds of Ravnica,{1}{G/W},"['White', 'Green']",Creature — Human Soldier,,Common
452970,Whisper Agent,GRN,Guilds of Ravnica,{1}{U/B}{U/B},"['Blue', 'Black']",Creature — Human Rogue,,Common
452971,Assure,GRN,Guilds of Ravnica,{G/W}{G/W},"['White', 'Green']",Instant,,Rare
452971,Assemble,GRN,Guilds of Ravnica,{4}{G}{W},"['White', 'Green']",Instant,,Rare
452972,Connive,GRN,Guilds of Ravnica,{2}{U/B}{U/B},"['Blue', 'Black']",Sorcery,,Rare
452972,Concoct,GRN,Guilds of Ravnica,{3}{U}{B},"['Blue', 'Black']",Sorcery,,Rare
452973,Discovery,GRN,Guilds of Ravnica,{1}{U/B},"['Blue', 'Black']",Sorcery,,Uncommon
452973,Dispersal,GRN,Guilds of Ravnica,{3}{U}{B},"['Blue', 'Black']",Instant,,Uncommon
452974,Expansion,GRN,Guilds of Ravnica,{U/R}{U/R},"['Blue', 'Red']",Instant,,Rare
452974,Explosion,GRN,Guilds of Ravnica,{X}{U}{U}{R}{R},"['Blue', 'Red']",Instant,,Rare
452975,Find,GRN,Guilds of Ravnica,{B/G}{B/G},"['Black', 'Green']",Sorcery,,Rare
452975,Finality,GRN,Guilds of Ravnica,{4}{B}{G},"['Black', 'Green']",Sorcery,,Rare
452976,Flower,GRN,Guilds of Ravnica,{G/W},"['White', 'Green']",Sorcery,,Uncommon
452976,Flourish,GRN,Guilds of Ravnica,{4}{G}{W},"['White', 'Green']",Sorcery,,Uncommon
452977,Integrity,GRN,Guilds of Ravnica,{R/W},"['White', 'Red']",Instant,,Uncommon
452977,Intervention,GRN,Guilds of Ravnica,{2}{R}{W},"['White', 'Red']",Instant,,Uncommon
452978,Invert,GRN,Guilds of Ravnica,{U/R},"['Blue', 'Red']",Instant,,Uncommon
452978,Invent,GRN,Guilds of Ravnica,{4}{U}{R},"['Blue', 'Red']",Instant,,Uncommon
452979,Response,GRN,Guilds of Ravnica,{R/W}{R/W},"['White', 'Red']",Instant,,Rare
452979,Resurgence,GRN,Guilds of Ravnica,{3}{R}{W},"['White', 'Red']",Sorcery,,Rare
452980,Status,GRN,Guilds of Ravnica,{B/G},"['Black', 'Green']",Instant,,Uncommon
452980,Statue,GRN,Guilds of Ravnica,{2}{B}{G},"['Black', 'Green']",Instant,,Uncommon
452981,Boros Locket,GRN,Guilds of Ravnica,{3},,Artifact,,Common
452982,Chamber Sentry,GRN,Guilds of Ravnica,{X},,Artifact Creature — Construct,,Rare
452983,Chromatic Lantern,GRN,Guilds of Ravnica,{3},,Artifact,,Rare
452984,Dimir Locket,GRN,Guilds of Ravnica,{3},,Artifact,,Common
452985,Gatekeeper Gargoyle,GRN,Guilds of Ravnica,{6},,Artifact Creature — Gargoyle,,Uncommon
452986,Glaive of the Guildpact,GRN,Guilds of Ravnica,{2},,Artifact — Equipment,,Uncommon
452987,Golgari Locket,GRN,Guilds of Ravnica,{3},,Artifact,,Common
452988,Izzet Locket,GRN,Guilds of Ravnica,{3},,Artifact,,Common
452989,Rampaging Monument,GRN,Guilds of Ravnica,{4},,Artifact Creature — Cleric,,Uncommon
452990,Selesnya Locket,GRN,Guilds of Ravnica,{3},,Artifact,,Common
452991,Silent Dart,GRN,Guilds of Ravnica,{1},,Artifact,,Uncommon
452992,Wand of Vertebrae,GRN,Guilds of Ravnica,{1},,Artifact,,Uncommon
452993,Boros Guildgate (a),GRN,Guilds of Ravnica,,,Land — Gate,,Common
452994,Boros Guildgate (b),GRN,Guilds of Ravnica,,,Land — Gate,,Common
452995,Dimir Guildgate (a),GRN,Guilds of Ravnica,,,Land — Gate,,Common
452996,Dimir Guildgate (b),GRN,Guilds of Ravnica,,,Land — Gate,,Common
452997,Gateway Plaza,GRN,Guilds of Ravnica,,,Land — Gate,,Common
452998,Golgari Guildgate (a),GRN,Guilds of Ravnica,,,Land — Gate,,Common
452999,Golgari Guildgate (b),GRN,Guilds of Ravnica,,,Land — Gate,,Common
453000,Guildmages' Forum,GRN,Guilds of Ravnica,,,Land,,Rare
453001,Izzet Guildgate (a),GRN,Guilds of Ravnica,,,Land — Gate,,Common
453002,Izzet Guildgate (b),GRN,Guilds of Ravnica,,,Land — Gate,,Common
453003,Overgrown Tomb,GRN,Guilds of Ravnica,,,Land — Swamp Forest,,Rare
453004,Sacred Foundry,GRN,Guilds of Ravnica,,,Land — Mountain Plains,,Rare
453005,Selesnya Guildgate (a),GRN,Guilds of Ravnica,,,Land — Gate,,Common
453006,Selesnya Guildgate (b),GRN,Guilds of Ravnica,,,Land — Gate,,Common
453007,Steam Vents,GRN,Guilds of Ravnica,,,Land — Island Mountain,,Rare
453008,Temple Garden,GRN,Guilds of Ravnica,,,Land — Forest Plains,,Rare
453009,Watery Grave,GRN,Guilds of Ravnica,,,Land — Island Swamp,,Rare
455600,Plains,GRN,Guilds of Ravnica,,,Basic Land — Plains,['Basic'],Basic Land
455601,Island,GRN,Guilds of Ravnica,,,Basic Land — Island,['Basic'],Basic Land
455602,Swamp,GRN,Guilds of Ravnica,,,Basic Land — Swamp,['Basic'],Basic Land
455603,Mountain,GRN,Guilds of Ravnica,,,Basic Land — Mountain,['Basic'],Basic Land
455604,Forest,GRN,Guilds of Ravnica,,,Basic Land — Forest,['Basic'],Basic Land
455605,"Ral, Caller of Storms",GRN,Guilds of Ravnica,{4}{U}{R},"['Blue', 'Red']",Legendary Planeswalker — Ral,['Legendary'],Mythic Rare
455606,Ral's Dispersal,GRN,Guilds of Ravnica,{3}{U}{U},['Blue'],Instant,,Rare
455607,Precision Bolt,GRN,Guilds of Ravnica,{2}{R},['Red'],Sorcery,,Common
455608,Ral's Staticaster,GRN,Guilds of Ravnica,{2}{U}{R},"['Blue', 'Red']",Creature — Viashino Wizard,,Uncommon
455609,"Vraska, Regal Gorgon",GRN,Guilds of Ravnica,{5}{B}{G},"['Black', 'Green']",Legendary Planeswalker — Vraska,['Legendary'],Mythic Rare
455610,Kraul Raider,GRN,Guilds of Ravnica,{2}{B},['Black'],Creature — Insect Warrior,,Common
455611,Attendant of Vraska,GRN,Guilds of Ravnica,{1}{B}{G},"['Black', 'Green']",Creature — Zombie Soldier,,Uncommon
455612,Vraska's Stoneglare,GRN,Guilds of Ravnica,{4}{B}{G},"['Black', 'Green']",Sorcery,,Rare
455613,Impervious Greatwurm,GRN,Guilds of Ravnica,{7}{G}{G}{G},['Green'],Creature — Wurm,,Mythic Rare
